"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Both Sexes","Kaithal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","117285","1"
"India","2001","Total","Both Sexes","Kakinada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","296329","1"
"India","2001","Total","Both Sexes","Kakinada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","376861","1"
"India","2001","Total","Both Sexes","Kalol","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100008","1"
"India","2001","Total","Both Sexes","Kalol","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","112013","1"
"India","2001","Total","Both Sexes","Kalyan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1193512","1"
"India","2001","Total","Both Sexes","Kamarhati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","314507","1"
"India","2001","Total","Both Sexes","Kamptee","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","136491","1"
"India","2001","Total","Both Sexes","Kancheepuram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","153140","1"
"India","2001","Total","Both Sexes","Kancheepuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","188733","1"
"India","2001","Total","Both Sexes","Kanchrapara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","126191","1"
"India","2001","Total","Both Sexes","Kanhangad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65503","1"
"India","2001","Total","Both Sexes","Kanhangad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","129367","1"
"India","2001","Total","Both Sexes","Kannur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","498207","1"
"India","2001","Total","Both Sexes","Kanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2551337","1"
"India","2001","Total","Both Sexes","Kanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","2715555","1"
"India","2001","Total","Both Sexes","Kapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","159002","1"
"India","2001","Total","Both Sexes","Karaikkudi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","125717","1"
"India","2001","Total","Both Sexes","Karawal Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","148624","1"
"India","2001","Total","Both Sexes","Karimnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","205653","1"
"India","2001","Total","Both Sexes","Karimnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","218302","1"
"India","2001","Total","Both Sexes","Karnal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","207640","1"
"India","2001","Total","Both Sexes","Karnal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","221236","1"
"India","2001","Total","Both Sexes","Karur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","153365","1"
"India","2001","Total","Both Sexes","Katihar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","175199","1"
"India","2001","Total","Both Sexes","Katihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","190873","1"
"India","2001","Total","Both Sexes","Khammam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","159544","1"
"India","2001","Total","Both Sexes","Khammam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","198620","1"
"India","2001","Total","Both Sexes","Khandwa","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","172242","1"
"India","2001","Total","Both Sexes","Khanna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","103099","1"
"India","2001","Total","Both Sexes","Kharagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","188761","1"
"India","2001","Total","Both Sexes","Kharagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","272865","1"
"India","2001","Total","Both Sexes","Khardaha","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116470","1"
"India","2001","Total","Both Sexes","Khargone","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103448","1"
"India","2001","Total","Both Sexes","Kirari Suleman Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","154633","1"
"India","2001","Total","Both Sexes","Kishangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116222","1"
"India","2001","Total","Both Sexes","Koch Bihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103008","1"
"India","2001","Total","Both Sexes","Kochi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","595575","1"
"India","2001","Total","Both Sexes","Kochi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1355972","1"
"India","2001","Total","Both Sexes","Kolar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113907","1"
"India","2001","Total","Both Sexes","Kolhapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","493167","1"
"India","2001","Total","Both Sexes","Kolhapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","505541","1"
"India","2001","Total","Both Sexes","Kolkata (Calcutta)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","4572876","1"
"India","2001","Total","Both Sexes","Kolkata (Calcutta)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","13205697","1,3"
"India","2001","Total","Both Sexes","Kollam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","361560","1"
"India","2001","Total","Both Sexes","Kollam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","380091","1"
"India","2001","Total","Both Sexes","Korba","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","315690","1"
"India","2001","Total","Both Sexes","Kota","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","694316","1"
"India","2001","Total","Both Sexes","Kota","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","703150","1"
"India","2001","Total","Both Sexes","Kothagudem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","105266","1"
"India","2001","Total","Both Sexes","Kottayam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","172878","1"
"India","2001","Total","Both Sexes","Kozhikode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","436556","1"
"India","2001","Total","Both Sexes","Kozhikode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","880247","1"
"India","2001","Total","Both Sexes","Krishnanagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","139110","1"
"India","2001","Total","Both Sexes","Krishnanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","148709","1"
"India","2001","Total","Both Sexes","Krishnarajapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","186210","1"
"India","2001","Total","Both Sexes","Kukatpalle","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","292289","1"
"India","2001","Total","Both Sexes","Kulti","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","289903","1"
"India","2001","Total","Both Sexes","Kumbakonam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","139954","1"
"India","2001","Total","Both Sexes","Kumbakonam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","160767","1"
"India","2001","Total","Both Sexes","Kurnool","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","269122","1"
"India","2001","Total","Both Sexes","Kurnool","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","342973","1"
"India","2001","Total","Both Sexes","Lal Bahadur Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","268689","1"
"India","2001","Total","Both Sexes","Lakhimpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121486","1"
"India","2001","Total","Both Sexes","Lalitpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","111892","1"
"India","2001","Total","Both Sexes","Latur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","299985","1"
"India","2001","Total","Both Sexes","Loni","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","120945","1"
"India","2001","Total","Both Sexes","Lucknow","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2185927","1"
"India","2001","Total","Both Sexes","Lucknow","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","2245509","1"
"India","2001","Total","Both Sexes","Ludhiana","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1398467","1"
"India","2001","Total","Both Sexes","Machilipatnam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","179353","1"
"India","2001","Total","Both Sexes","Madanapalle","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","107449","1"
"India","2001","Total","Both Sexes","Madhyamgram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","155451","1"
"India","2001","Total","Both Sexes","Madurai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","928869","1"
"India","2001","Total","Both Sexes","Madurai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1203095","1"
"India","2001","Total","Both Sexes","Mahadevapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","135794","1"
"India","2001","Total","Both Sexes","Mahbubnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","130986","1"
"India","2001","Total","Both Sexes","Mahbubnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","139662","1"
"India","2001","Total","Both Sexes","Mahesana","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","141453","1"
"India","2001","Total","Both Sexes","Maheshtala","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","385266","1"
"India","2001","Total","Both Sexes","Mainpuri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","104851","1"
"India","2001","Total","Both Sexes","Malappuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","170409","1"
"India","2001","Total","Both Sexes","Malegaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","409403","1"
"India","2001","Total","Both Sexes","Malerkotla","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107009","1"
"India","2001","Total","Both Sexes","Malkajgiri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","193863","1"
"India","2001","Total","Both Sexes","Mancherial","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","118195","1"
"India","2001","Total","Both Sexes","Mandsaur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116505","1"
"India","2001","Total","Both Sexes","Mandsaur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","117555","1"
"India","2001","Total","Both Sexes","Mandya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","131179","1"
"India","2001","Total","Both Sexes","Mangalore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","399565","1"
"India","2001","Total","Both Sexes","Mangalore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","539387","1"
"India","2001","Total","Both Sexes","Mango","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","166125","1"
"India","2001","Total","Both Sexes","Mathura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","302770","1"
"India","2001","Total","Both Sexes","Mathura","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","323315","1"
"India","2001","Total","Both Sexes","Maunath Bhanjan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","212657","1"
"India","2001","Total","Both Sexes","Medinipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","149769","1"
"India","2001","Total","Both Sexes","Meerut","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1068772","1"
"India","2001","Total","Both Sexes","Meerut","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1161716","1"
"India","2001","Total","Both Sexes","Mira-Bhayandar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","520388","1"
"India","2001","Total","Both Sexes","Mirzapur-cum-Vindhyachal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","205053","1"
"India","2001","Total","Both Sexes","Modinagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113218","1"
"India","2001","Total","Both Sexes","Modinagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","139929","1"
"India","2001","Total","Both Sexes","Moga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","125573","1"
"India","2001","Total","Both Sexes","Moga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","135279","1"
"India","2001","Total","Both Sexes","Moradabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","641583","1"
"India","2001","Total","Both Sexes","Morena","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150959","1"
"India","2001","Total","Both Sexes","Mormugoa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","104758","1"
"India","2001","Total","Both Sexes","Morvi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","145719","1"
"India","2001","Total","Both Sexes","Morvi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","178055","1"
"India","2001","Total","Both Sexes","Motihari","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100683","1"
"India","2001","Total","Both Sexes","Motihari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","108428","1"
"India","2001","Total","Both Sexes","Mughalsarai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","116308","1"
"India","2001","Total","Both Sexes","Mumbai (Bombay)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","11978450","1"
"India","2001","Total","Both Sexes","Mumbai (Bombay)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","16434386","1"
"India","2001","Total","Both Sexes","Munger","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","188050","1"
"India","2001","Total","Both Sexes","Murwara (Katni)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","187029","1"
"India","2001","Total","Both Sexes","Muzaffarnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","316729","1"
"India","2001","Total","Both Sexes","Muzaffarnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","331668","1"
"India","2001","Total","Both Sexes","Muzaffarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","305525","1"
"India","2001","Total","Both Sexes","Mysore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","755379","1"
"India","2001","Total","Both Sexes","Mysore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","799228","1"
"India","2001","Total","Both Sexes","Nabadwip","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","115016","1"
"India","2001","Total","Both Sexes","Nabadwip","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","125341","1"
"India","2001","Total","Both Sexes","Nadiad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","192913","1"
"India","2001","Total","Both Sexes","Nadiad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","196793","1"
"India","2001","Total","Both Sexes","Nagaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107667","1"
"India","2001","Total","Both Sexes","Nagaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","123265","1"
"India","2001","Total","Both Sexes","Nagercoil","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","208179","1"
"India","2001","Total","Both Sexes","Nagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2052066","1"
"India","2001","Total","Both Sexes","Nagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","2129500","1"
"India","2001","Total","Both Sexes","Naihati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","215303","1"
"India","2001","Total","Both Sexes","Nala Sopara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","184538","1"
"India","2001","Total","Both Sexes","Nalgonda","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110286","1"
"India","2001","Total","Both Sexes","Nalgonda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","111380","1"
"India","2001","Total","Both Sexes","Nanded","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","430733","1"
"India","2001","Total","Both Sexes","Nandyal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","152676","1"
"India","2001","Total","Both Sexes","Nandyal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","157120","1"
"India","2001","Total","Both Sexes","Nangloi Jat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150948","1"
"India","2001","Total","Both Sexes","Nashik","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1077236","1"
"India","2001","Total","Both Sexes","Nashik","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1152326","1"
"India","2001","Total","Both Sexes","Navghar-Manikpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116723","1"
"India","2001","Total","Both Sexes","Navi Mumbai (New Bombay)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","704002","1"
"India","2001","Total","Both Sexes","Navsari","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","134017","1"
"India","2001","Total","Both Sexes","Navsari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","232411","1"
"India","2001","Total","Both Sexes","Neemuch","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107663","1"
"India","2001","Total","Both Sexes","Neemuch","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","112852","1"
"India","2001","Total","Both Sexes","Nellore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","378428","1"
"India","2001","Total","Both Sexes","Nellore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","404775","1"
"India","2001","Total","Both Sexes","NEW DELHI","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","302363","1,4,5"
"India","2001","Total","Both Sexes","Neyveli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","127552","1"
"India","2001","Total","Both Sexes","Neyveli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","138035","1"
"India","2001","Total","Both Sexes","Nizamabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","288722","1"
"India","2001","Total","Both Sexes","Noida","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","305058","1"
"India","2001","Total","Both Sexes","North Barrackpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","123668","1"
"India","2001","Total","Both Sexes","North Dumdum","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","220042","1"
"India","2001","Total","Both Sexes","Ongole","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150471","1"
"India","2001","Total","Both Sexes","Ongole","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","153829","1"
"India","2001","Total","Both Sexes","Orai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","139318","1"
"India","2001","Total","Both Sexes","Ozhukarai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","217707","1"
"India","2001","Total","Both Sexes","Palakkad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","130767","1"
"India","2001","Total","Both Sexes","Palakkad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","197369","1"
"India","2001","Total","Both Sexes","Palanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110419","1"
"India","2001","Total","Both Sexes","Palanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","122300","1"
"India","2001","Total","Both Sexes","Pali","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","187641","1"
"India","2001","Total","Both Sexes","Pallavaram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","144623","1"
"India","2001","Total","Both Sexes","Palwal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100722","1"
"India","2001","Total","Both Sexes","Panchkula Urban Estate","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","140925","1"
"India","2001","Total","Both Sexes","Panihati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","348438","1"
"India","2001","Total","Both Sexes","Panipat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","261740","1"
"India","2001","Total","Both Sexes","Panipat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","354148","1"
"India","2001","Total","Both Sexes","Panvel","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","104058","1"
"India","2001","Total","Both Sexes","Parbhani","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","259329","1"
"India","2001","Total","Both Sexes","Patan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","112219","1"
"India","2001","Total","Both Sexes","Patan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","113749","1"
"India","2001","Total","Both Sexes","Pathankot","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","157925","1"
"India","2001","Total","Both Sexes","Pathankot","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","168485","1"
"India","2001","Total","Both Sexes","Patiala","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","303151","1"
"India","2001","Total","Both Sexes","Patiala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","323884","1"
"India","2001","Total","Both Sexes","Patna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1366444","1"
"India","2001","Total","Both Sexes","Patna","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1697976","1"
"India","2001","Total","Both Sexes","Phagwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","102253","1"
"India","2001","Total","Both Sexes","Phusro","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","174402","1"
"India","2001","Total","Both Sexes","Pilibhit","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","124245","1"
"India","2001","Total","Both Sexes","Pimpri Chinchwad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1012472","1"
"India","2001","Total","Both Sexes","Pollachi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","128458","1"
"India","2001","Total","Both Sexes","Pondicherry","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","220865","1"
"India","2001","Total","Both Sexes","Pondicherry","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","505959","1"
"India","2001","Total","Both Sexes","Porbandar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","133051","1"
"India","2001","Total","Both Sexes","Porbandar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","197382","1"
"India","2001","Total","Both Sexes","Proddatur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150309","1"
"India","2001","Total","Both Sexes","Pudukkottai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","109217","1"
"India","2001","Total","Both Sexes","Pune","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2538473","1"
"India","2001","Total","Both Sexes","Pune","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","3760636","1"
"India","2001","Total","Both Sexes","Puri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","157837","1"
"India","2001","Total","Both Sexes","Purnia","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","171687","1"
"India","2001","Total","Both Sexes","Purnia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","197211","1"
"India","2001","Total","Both Sexes","Puruliya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113806","1"
"India","2001","Total","Both Sexes","Quthbullapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","231108","1"
"India","2001","Total","Both Sexes","Rae Bareli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","169333","1"
"India","2001","Total","Both Sexes","Raichur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","207421","1"
"India","2001","Total","Both Sexes","Raiganj","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","165212","1"
"India","2001","Total","Both Sexes","Raiganj","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","175047","1"
"India","2001","Total","Both Sexes","Raigarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","111154","1"
"India","2001","Total","Both Sexes","Raigarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","115908","1"
"India","2001","Total","Both Sexes","Raipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","605747","1"
"India","2001","Total","Both Sexes","Raipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","700113","1"
"India","2001","Total","Both Sexes","Rajahmundry","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","315251","1"
"India","2001","Total","Both Sexes","Rajahmundry","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","413616","1"
"India","2001","Total","Both Sexes","Rajapalayam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","122307","1"
"India","2001","Total","Both Sexes","Rajarhat Gopalpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","271811","1"
"India","2001","Total","Both Sexes","Rajendranagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","143240","1"
"India","2001","Total","Both Sexes","Rajkot","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","967476","1"
"India","2001","Total","Both Sexes","Rajkot","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1003015","1"
"India","2001","Total","Both Sexes","Rajnandgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","143770","1"
"India","2001","Total","Both Sexes","Rajpur Sonarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","336707","1"
"India","2001","Total","Both Sexes","Ramagundam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","236600","1"
"India","2001","Total","Both Sexes","Ramagundam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","237686","1"
"India","2001","Total","Both Sexes","Ramgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","110496","1"
"India","2001","Total","Both Sexes","Rampur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","281494","1"
"India","2001","Total","Both Sexes","Ranaghat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","145285","1"
"India","2001","Total","Both Sexes","Ranchi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","847093","1"
"India","2001","Total","Both Sexes","Ranchi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","863495","1"
"India","2001","Total","Both Sexes","Raniganj","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","111116","1"
"India","2001","Total","Both Sexes","Ratlam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","222202","1"
"India","2001","Total","Both Sexes","Ratlam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","234419","1"
"India","2001","Total","Both Sexes","Raurkela","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","224987","1"
"India","2001","Total","Both Sexes","Raurkela","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","484874","1"
"India","2001","Total","Both Sexes","Raurkela Industrialship","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","206693","1"
"India","2001","Total","Both Sexes","Rewa","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","183274","1"
"India","2001","Total","Both Sexes","Rewari","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100684","1"
"India","2001","Total","Both Sexes","Rishra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113305","1"
"India","2001","Total","Both Sexes","Robertson Pet","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","141424","1"
"India","2001","Total","Both Sexes","Robertson Pet","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","157084","1"
"India","2001","Total","Both Sexes","Rohtak","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","286807","1"
